R,G,B,gray,grad_mag,local_std,laplacian,boundary,image_id,split
115.0,108.0,82.0,101.666664,9.70683,1.2842952,1.6666718,0,105053,train
122.0,115.0,89.0,108.666664,27.202942,3.4569054,2.3333282,0,105053,train
135.0,121.0,94.0,116.666664,7.601162,1.2778155,3.6666641,0,105053,train
108.0,101.0,83.0,97.333336,11.313708,1.2468711,2.0,0,105053,train
111.0,102.0,85.0,99.333336,4.4472017,1.1332165,2.3333282,0,105053,train
115.0,109.0,85.0,103.0,12.481092,1.3877252,2.0,0,105053,train
107.0,105.0,84.0,98.666664,24.463121,2.7307565,5.3333206,0,105053,train
99.0,96.0,77.0,90.666664,24.698183,2.8196092,2.3333435,0,105053,train
107.0,105.0,82.0,98.0,15.839471,2.060842,9.333328,0,105053,train
76.0,78.0,67.0,73.666664,51.24451,5.3286977,1.0,0,105053,train
73.0,75.0,64.0,70.666664,12.875468,1.3700194,1.3333359,0,105053,train
83.0,83.0,71.0,79.0,14.212681,1.6329433,3.3333282,0,105053,train
182.0,132.0,99.0,137.66667,59.249004,7.2448797,6.3333054,0,105053,train
102.0,95.0,76.0,91.0,15.556338,1.6779243,0.66667175,0,105053,train
94.0,95.0,81.0,90.0,31.016129,4.20687,6.6666718,0,105053,train
116.0,108.0,89.0,104.333336,56.452538,5.7035317,0.6666794,0,105053,train
149.0,112.0,86.0,115.666664,25.298222,3.1894908,6.0,0,105053,train
124.0,112.0,86.0,107.333336,5.734883,1.1105847,5.9999924,0,105053,train
131.0,122.0,91.0,114.666664,9.285595,1.3621559,0.0,0,105053,train
108.0,106.0,83.0,99.0,15.81139,1.5851483,1.3333282,0,105053,train
123.0,112.0,90.0,108.333336,73.756355,7.451864,9.666679,0,105053,train
114.0,113.0,92.0,106.333336,22.010105,5.1395564,11.333351,0,105053,train
93.0,92.0,74.0,86.333336,12.692936,1.8122306,0.33332825,0,105053,train
119.0,110.0,93.0,107.333336,40.535297,6.849313,7.9999924,0,105053,train
88.0,88.0,76.0,84.0,30.324175,3.7933047,3.0,0,105053,train
124.0,112.0,88.0,108.0,31.64034,6.055489,13.666664,0,105053,train
128.0,116.0,94.0,112.666664,51.56442,5.403359,3.0000076,0,105053,train
118.0,112.0,90.0,106.666664,29.154762,2.9540756,4.3333282,0,105053,train
107.0,102.0,83.0,97.333336,6.036939,5.164009,23.666656,0,105053,train
90.0,88.0,75.0,84.333336,17.600517,2.3935337,3.6666718,0,105053,train
220.0,167.0,136.0,174.33333,31.130547,16.992357,80.3333,0,105053,train
61.0,53.0,51.0,55.0,39.788326,4.251407,5.333332,0,105053,train
132.0,120.0,98.0,116.666664,9.006175,1.466754,0.33333588,0,105053,train
129.0,115.0,89.0,111.0,10.19803,1.0355026,1.3333282,0,105053,train
124.0,107.0,87.0,106.0,24.988903,3.751432,12.666664,0,105053,train
108.0,101.0,82.0,97.0,32.44139,3.3570123,7.666664,0,105053,train
117.0,111.0,85.0,104.333336,4.346126,1.1418016,1.6666718,0,105053,train
112.0,86.0,71.0,89.666664,69.32212,7.896115,14.333328,0,105053,train
92.0,89.0,72.0,84.333336,16.124516,1.943539,4.0,0,105053,train
133.0,122.0,90.0,115.0,4.0,0.4708287,1.0,0,105053,train
89.0,86.0,71.0,82.0,8.246211,0.94269395,0.0,0,105053,train
104.0,98.0,84.0,95.333336,31.682442,4.0092664,5.333336,0,105053,train
121.0,114.0,85.0,106.666664,18.838497,2.0575223,8.0,0,105053,train
123.0,118.0,88.0,109.666664,23.485226,2.849239,2.3333282,0,105053,train
122.0,114.0,93.0,109.666664,8.1377125,2.1030576,15.333328,0,105053,train
96.0,96.0,84.0,92.0,27.071918,7.37553,7.6293945e-06,0,105053,train
130.0,119.0,97.0,115.333336,23.94901,3.1444707,8.666672,0,105053,train
115.0,104.0,86.0,101.666664,5.676462,4.6484833,0.0,0,105053,train
125.0,113.0,91.0,109.666664,37.17229,3.8525052,1.0000076,0,105053,train
164.0,109.0,79.0,117.333336,57.690742,10.535051,24.999992,0,105053,train
207.0,152.0,113.0,157.33333,27.539906,3.5324943,8.333313,0,105053,train
110.0,104.0,80.0,98.0,11.508461,1.1655035,0.33333588,0,105053,train
90.0,88.0,73.0,83.666664,30.6413,7.102624,8.3333435,0,105053,train
118.0,112.0,90.0,106.666664,29.24229,3.197289,6.333336,0,105053,train
133.0,119.0,92.0,114.666664,5.0990195,0.6288941,4.0,0,105053,train
111.0,102.0,87.0,100.0,43.931767,4.562393,2.3333282,0,105053,train
120.0,115.0,86.0,107.0,12.649101,1.3964939,2.6666718,0,105053,train
117.0,102.0,83.0,100.666664,7.0079317,1.2417698,1.3333282,0,105053,train
104.0,97.0,81.0,94.0,27.876719,2.9606798,3.3333359,0,105053,train
137.0,125.0,101.0,121.0,75.847786,8.048316,5.0000076,0,105053,train
84.0,80.0,71.0,78.333336,72.573326,7.8959293,20.666649,0,105053,train
93.0,92.0,74.0,86.333336,3.1622584,0.77181804,2.6666565,0,105053,train
121.0,114.0,88.0,107.666664,13.274886,1.4720707,2.3333435,0,105053,train
103.0,97.0,75.0,91.666664,9.486823,1.1862658,1.3333435,0,105053,train
94.0,94.0,82.0,90.0,33.730957,3.769351,3.0,0,105053,train
83.0,87.0,70.0,80.0,65.12894,8.753292,32.666664,0,105053,train
104.0,102.0,81.0,95.666664,15.549213,2.2827477,4.333336,0,105053,train
88.0,85.0,68.0,80.333336,67.687195,9.535885,40.33333,0,105053,train
126.0,109.0,91.0,108.666664,138.46458,14.534845,5.0000076,0,105053,train
129.0,114.0,91.0,111.333336,25.995718,2.7620475,0.6666641,0,105053,train
84.0,87.0,66.0,79.0,11.661901,1.7285234,4.6666718,0,105053,train
125.0,120.0,91.0,112.0,2.0,0.66658527,1.0,0,105053,train
92.0,90.0,77.0,86.333336,45.66789,4.779156,0.66664886,0,105053,train
116.0,110.0,84.0,103.333336,24.353867,2.509941,3.3333359,0,105053,train
101.0,96.0,77.0,91.333336,6.1463785,0.81669587,0.33332825,0,105053,train
161.0,125.0,99.0,128.33333,14.391339,1.654185,6.3333054,0,105053,train
113.0,106.0,87.0,102.0,11.785104,1.426589,0.33332825,0,105053,train
119.0,109.0,84.0,104.0,26.841097,2.824108,0.0,0,105053,train
70.0,77.0,69.0,72.0,60.40603,6.3520575,4.6666718,0,105053,train
89.0,90.0,76.0,85.0,22.489502,2.6292748,3.3333359,0,105053,train
118.0,107.0,87.0,104.0,40.715828,4.623627,26.666664,0,105053,train
73.0,74.0,66.0,71.0,14.764823,8.849876,8.0,0,105053,train
128.0,114.0,88.0,110.0,6.616485,0.94424653,3.3333359,0,105053,train
101.0,94.0,76.0,90.333336,6.798691,0.77717686,1.0,0,105053,train
147.0,144.0,125.0,138.66667,337.72308,33.619335,25.999992,0,105053,train
116.0,104.0,88.0,102.666664,29.881247,3.0469952,2.6666641,0,105053,train
110.0,101.0,84.0,98.333336,7.071055,2.352276,4.6666565,0,105053,train
98.0,98.0,96.0,97.333336,41.06634,5.4184294,9.333336,1,106020,train
100.0,100.0,98.0,99.333336,56.95222,7.7338543,18.666672,1,106020,train
42.0,48.0,48.0,46.0,66.573265,14.114167,65.0,1,106020,train
113.0,119.0,119.0,117.0,46.074825,7.297059,0.66667175,1,106020,train
88.0,94.0,84.0,88.666664,10.687477,1.872394,1.9999924,1,106020,train
77.0,79.0,74.0,76.666664,334.59,34.24318,34.333344,1,106020,train
142.0,135.0,127.0,134.66667,59.271496,14.157664,62.000023,1,106020,train
97.0,99.0,96.0,97.333336,70.84412,8.836956,17.0,1,106020,train
52.0,57.0,53.0,54.0,75.04814,9.321553,3.666668,1,106020,train
125.0,126.0,128.0,126.333336,176.1975,23.896444,80.000015,1,106020,train
100.0,95.0,92.0,95.666664,341.3154,36.745056,39.66667,1,106020,train
120.0,113.0,107.0,113.333336,113.81955,15.443318,33.66667,1,106020,train
54.0,56.0,53.0,54.333332,126.281876,15.479802,16.666672,1,106020,train
92.0,94.0,89.0,91.666664,106.04923,10.860488,8.333328,1,106020,train
92.0,97.0,90.0,93.0,10.635378,2.5289342,13.0,1,106020,train
39.0,45.0,43.0,42.333332,53.63664,10.9485655,11.333336,1,106020,train
85.0,87.0,82.0,84.666664,35.358482,4.5833216,11.0,1,106020,train
89.0,91.0,90.0,90.0,79.94027,10.70252,8.0,1,106020,train
94.0,99.0,93.0,95.333336,75.5013,11.900856,30.666672,1,106020,train
54.0,60.0,50.0,54.666668,139.67024,14.278532,4.999996,1,106020,train
110.0,98.0,84.0,97.333336,103.025345,11.531102,39.000008,1,106020,train
123.0,123.0,113.0,119.666664,72.06941,14.788878,43.999992,1,106020,train
132.0,133.0,128.0,131.0,124.780685,13.210695,23.666672,1,106020,train
80.0,84.0,85.0,83.0,240.2041,29.605272,32.33333,1,106020,train
114.0,116.0,111.0,113.666664,229.32266,28.103863,69.666664,1,106020,train
54.0,59.0,53.0,55.333332,132.81984,14.8664465,44.66667,1,106020,train
97.0,99.0,96.0,97.333336,81.84131,8.899943,28.0,1,106020,train
46.0,51.0,47.0,48.0,59.533382,10.629709,43.0,1,106020,train
94.0,99.0,92.0,95.0,34.415764,3.7529936,0.9999924,1,106020,train
122.0,119.0,112.0,117.666664,52.873013,5.997884,3.6666565,1,106020,train
101.0,102.0,88.0,97.0,51.8802,7.202701,5.0,1,106020,train
136.0,136.0,134.0,135.33333,61.269882,9.805531,24.666649,1,106020,train
86.0,81.0,75.0,80.666664,159.33891,21.132048,55.66667,1,106020,train
46.0,48.0,43.0,45.666668,72.20034,26.494095,66.66666,1,106020,train
75.0,77.0,76.0,76.0,64.66667,8.23089,17.666664,1,106020,train
50.0,52.0,51.0,51.0,219.34094,25.07519,63.333336,1,106020,train
101.0,73.0,59.0,77.666664,251.26967,29.11442,13.3333435,1,106020,train
100.0,93.0,83.0,92.0,93.14386,10.624265,17.0,1,106020,train
88.0,90.0,89.0,89.0,241.35037,23.786074,16.0,1,106020,train
137.0,120.0,126.0,127.666664,236.86893,24.026413,7.3333282,1,106020,train
79.0,81.0,70.0,76.666664,27.828836,3.1111412,1.5258789e-05,1,106020,train
49.0,53.0,54.0,52.0,64.16992,9.823143,3.0,1,106020,train
100.0,101.0,85.0,95.333336,29.533405,5.183357,27.666664,1,106020,train
48.0,50.0,47.0,48.333332,183.92085,23.204824,71.33334,1,106020,train
78.0,79.0,73.0,76.666664,337.1706,33.762337,18.66668,1,106020,train
119.0,116.0,107.0,114.0,144.20125,16.889954,48.66667,1,106020,train
90.0,95.0,91.0,92.0,5.497472,2.0914166,3.3333282,1,106020,train
59.0,61.0,60.0,60.0,174.41331,20.64004,22.666668,1,106020,train
113.0,75.0,62.0,83.333336,155.79544,15.773436,18.999992,1,106020,train
86.0,88.0,83.0,85.666664,65.56762,8.076508,15.333328,1,106020,train
53.0,52.0,47.0,50.666668,13.605553,4.3691087,21.000004,1,106020,train
50.0,54.0,55.0,53.0,56.39542,7.6056843,37.666664,1,106020,train
116.0,117.0,119.0,117.333336,161.73091,17.263384,27.333344,1,106020,train
69.0,70.0,65.0,68.0,74.010506,10.373235,30.0,1,106020,train
101.0,103.0,98.0,100.666664,58.456078,10.778351,18.333328,1,106020,train
109.0,114.0,110.0,111.0,24.675676,2.5999548,6.666664,1,106020,train
90.0,92.0,87.0,89.666664,65.299286,7.68534,11.6666565,1,106020,train
124.0,114.0,102.0,113.333336,86.893295,14.537701,40.000008,1,106020,train
150.0,149.0,147.0,148.66667,257.3368,28.84827,89.000015,1,106020,train
191.0,164.0,145.0,166.66667,206.35298,25.426327,95.66668,1,106020,train
96.0,98.0,97.0,97.0,61.39852,7.612118,42.333336,1,106020,train
122.0,118.0,109.0,116.333336,35.001595,4.3009357,1.0000076,1,106020,train
72.0,74.0,71.0,72.333336,83.380005,10.216766,31.999992,1,106020,train
89.0,91.0,86.0,88.666664,59.725292,7.7996144,7.666664,1,106020,train
58.0,64.0,62.0,61.333332,20.308733,5.663389,33.333332,1,106020,train
39.0,45.0,43.0,42.333332,202.99152,24.324842,57.333336,1,106020,train
83.0,78.0,75.0,78.666664,241.35956,28.738245,54.333344,1,106020,train
55.0,61.0,61.0,59.0,34.10116,7.760452,4.0,1,106020,train
68.0,70.0,67.0,68.333336,44.14621,7.5584636,46.666656,1,106020,train
40.0,45.0,41.0,42.0,12.400714,1.8724592,0.33333206,1,106020,train
51.0,48.0,43.0,47.333332,10.33871,2.9777412,0.9999924,1,106020,train
155.0,133.0,119.0,135.66667,269.86502,29.474714,32.333344,1,106020,train
92.0,93.0,88.0,91.0,16.499155,6.003661,28.333328,1,106020,train
150.0,149.0,157.0,152.0,130.82474,16.006224,11.000008,1,106020,train
45.0,51.0,49.0,48.333332,99.17438,12.341614,40.000004,1,106020,train
135.0,136.0,130.0,133.66667,151.3796,27.11978,98.666695,1,106020,train
89.0,93.0,92.0,91.333336,159.83116,16.63168,13.333336,1,106020,train
255.0,251.0,250.0,252.0,399.0892,49.56971,79.999985,1,106020,train
82.0,79.0,74.0,78.333336,56.61765,8.865863,23.666656,1,106020,train
76.0,77.0,72.0,75.0,229.79509,22.907774,18.333332,1,106020,train
112.0,107.0,104.0,107.666664,410.80542,42.87557,35.000008,1,106020,train
77.0,82.0,88.0,82.333336,412.38953,44.417618,30.0,1,106020,train
72.0,77.0,70.0,73.0,139.52379,14.351867,1.3333282,1,106020,train
70.0,72.0,69.0,70.333336,168.16922,17.817625,1.3333168,1,106020,train
97.0,99.0,94.0,96.666664,23.851385,3.7377403,2.6666718,1,106020,train
86.0,88.0,83.0,85.666664,259.61508,26.780794,30.999996,1,106020,train
91.0,92.0,86.0,89.666664,9.055377,4.621726,10.666672,1,106020,train
96.0,99.0,92.0,95.666664,139.53575,15.676602,24.999992,1,106020,train
110.0,111.0,106.0,109.0,68.71843,9.594819,32.66667,1,106020,train
109.0,109.0,107.0,108.333336,32.472214,6.657497,24.333344,1,106020,train
53.0,57.0,58.0,56.0,22.651953,4.7945333,12.333332,1,106020,train
79.0,84.0,78.0,80.333336,167.0961,17.117214,0.6666565,1,106020,train
47.0,51.0,52.0,50.0,107.94236,20.0229,50.666664,1,106020,train
41.0,41.0,31.0,37.666668,146.53403,19.093513,70.666664,1,106020,train
49.0,55.0,53.0,52.333332,71.84706,8.726433,7.333336,1,106020,train
54.0,56.0,53.0,54.333332,192.07233,20.954645,52.333336,1,106020,train
94.0,95.0,89.0,92.666664,57.982758,8.69222,24.0,1,106020,train
54.0,56.0,53.0,54.333332,102.92716,12.391758,22.333336,1,106020,train
76.0,78.0,77.0,77.0,82.54023,10.091524,22.666672,1,106020,train
103.0,105.0,102.0,103.333336,58.35713,8.428004,31.666672,1,106020,train
66.0,70.0,71.0,69.0,79.43831,9.831913,17.333332,1,106020,train
51.0,52.0,54.0,52.333332,95.92242,10.189705,18.000004,1,106020,train
60.0,65.0,61.0,62.0,4.0276837,4.121566,12.000008,1,106020,train
85.0,86.0,81.0,84.0,99.70845,10.521532,9.0,1,106020,train
90.0,86.0,75.0,83.666664,33.80007,4.328999,17.000008,1,106020,train
65.0,67.0,62.0,64.666664,166.17326,17.109982,31.666672,1,106020,train
105.0,105.0,103.0,104.333336,29.832869,4.9091353,15.0,1,106020,train
81.0,83.0,78.0,80.666664,139.62807,16.048876,42.000008,1,106020,train
94.0,98.0,97.0,96.333336,54.644306,6.0918264,31.0,1,106020,train
79.0,82.0,75.0,78.666664,122.67119,12.794633,10.999996,1,106020,train
130.0,128.0,141.0,133.0,173.41342,20.962719,17.000008,1,106020,train
100.0,101.0,95.0,98.666664,28.678284,4.8061037,6.666664,1,106020,train
112.0,114.0,113.0,113.0,352.77722,34.79088,0.0,1,106020,train
110.0,112.0,107.0,109.666664,57.519085,6.2436686,6.9999924,1,106020,train
74.0,76.0,71.0,73.666664,132.13628,13.270253,8.000008,1,106020,train
85.0,90.0,84.0,86.333336,12.119765,2.2468512,11.0,1,106020,train
80.0,82.0,77.0,79.666664,55.74745,5.6853533,9.333328,1,106020,train
86.0,88.0,83.0,85.666664,59.6825,9.162434,38.000008,1,106020,train
105.0,106.0,100.0,103.666664,49.407608,8.994844,2.0000153,1,106020,train
87.0,90.0,83.0,86.666664,185.91812,20.393085,59.333336,1,106020,train
93.0,96.0,85.0,91.333336,7.6739073,1.0121335,2.3333435,0,106020,train
76.0,78.0,73.0,75.666664,69.28363,8.740089,5.0000076,0,106020,train
94.0,97.0,86.0,92.333336,14.552577,1.5946689,3.3333359,0,106020,train
146.0,145.0,150.0,147.0,28.031713,4.1460166,3.6666718,0,106020,train
56.0,61.0,64.0,60.333332,36.05552,8.723467,26.0,0,106020,train
39.0,48.0,47.0,44.666668,100.57832,10.33871,25.999996,0,106020,train
232.0,229.0,236.0,232.33333,35.468296,3.943943,8.0,0,106020,train
110.0,110.0,102.0,107.333336,41.965576,5.4153643,15.3333435,0,106020,train
121.0,123.0,120.0,121.333336,71.56816,9.301482,4.6666718,0,106020,train
66.0,67.0,61.0,64.666664,128.47221,14.177877,16.666676,0,106020,train
92.0,93.0,87.0,90.666664,20.2923,2.1081593,0.33333588,0,106020,train
77.0,83.0,79.0,79.666664,20.86997,2.599861,1.0,0,106020,train
76.0,80.0,79.0,78.333336,15.3333435,3.842543,15.666664,0,106020,train
89.0,97.0,82.0,89.333336,17.448332,2.0007322,0.0,0,106020,train
122.0,128.0,128.0,126.0,80.74789,8.207216,8.666672,0,106020,train
170.0,172.0,169.0,170.33333,150.01704,16.223778,16.666641,0,106020,train
101.0,101.0,91.0,97.666664,53.00105,6.3731613,5.6666718,0,106020,train
104.0,104.0,94.0,100.666664,28.134592,3.2866027,1.0,0,106020,train
30.0,38.0,40.0,36.0,26.076809,7.4750643,34.0,0,106020,train
111.0,112.0,107.0,110.0,52.717285,6.0880585,5.666664,0,106020,train
82.0,88.0,88.0,86.0,39.51089,6.6760635,3.6666641,0,106020,train
76.0,76.0,76.0,76.0,66.0,6.7017956,3.0,0,106020,train
137.0,138.0,142.0,139.0,165.06496,17.74868,11.0,0,106020,train
85.0,89.0,90.0,88.0,64.327286,7.3636036,15.0,0,106020,train
99.0,104.0,100.0,101.0,19.333344,2.1487641,3.6666641,0,106020,train
90.0,95.0,89.0,91.333336,390.45755,43.715164,42.99999,0,106020,train
70.0,78.0,80.0,76.0,57.201397,8.666679,50.0,0,106020,train
93.0,89.0,78.0,86.666664,99.46747,17.215403,63.333336,0,106020,train
88.0,94.0,84.0,88.666664,24.33105,2.6573527,0.33332825,0,106020,train
101.0,103.0,98.0,100.666664,14.173517,1.9565595,0.9999924,0,106020,train
65.0,67.0,56.0,62.666668,148.93547,15.687111,20.333328,0,106020,train
99.0,104.0,98.0,100.333336,15.441651,1.8256527,1.3333282,0,106020,train
56.0,58.0,55.0,56.333332,28.73635,4.270058,9.999996,0,106020,train
75.0,75.0,67.0,72.333336,24.444931,4.6065407,1.3333435,0,106020,train
95.0,97.0,84.0,92.0,8.110336,1.4038173,2.3333359,0,106020,train
55.0,57.0,56.0,56.0,18.773508,3.1505208,17.333332,0,106020,train
97.0,100.0,91.0,96.0,23.70654,2.698922,2.0,0,106020,train
48.0,50.0,49.0,49.0,22.847319,3.552068,13.0,0,106020,train
89.0,95.0,93.0,92.333336,248.69617,25.008142,1.0000038,0,106020,train
169.0,162.0,143.0,158.0,183.53871,18.742655,19.0,0,106020,train
90.0,92.0,87.0,89.666664,6.666664,0.90409225,0.6666641,0,106020,train
64.0,68.0,69.0,67.0,14.884746,2.141822,6.0,0,106020,train
95.0,98.0,91.0,94.666664,28.635643,2.8285997,6.0,0,106020,train
99.0,104.0,100.0,101.0,2.108177,1.0829827,7.666664,0,106020,train
66.0,68.0,65.0,66.333336,39.092484,5.890148,18.0,0,106020,train
104.0,109.0,103.0,105.333336,38.415844,5.2633758,16.000015,0,106020,train
98.0,103.0,96.0,99.0,27.018497,7.2868137,9.333336,0,106020,train
51.0,53.0,48.0,50.666668,74.1425,14.771882,35.333324,0,106020,train
91.0,93.0,88.0,90.666664,5.0990195,1.1332165,1.0,0,106020,train
80.0,85.0,78.0,81.0,13.004272,1.571381,2.6666641,0,106020,train
63.0,69.0,69.0,67.0,34.20526,9.441186,35.0,0,106020,train
99.0,102.0,107.0,102.666664,71.23359,9.873269,37.000008,0,106020,train
102.0,108.0,106.0,105.333336,14.368185,2.3383272,2.9999924,0,106020,train
102.0,106.0,109.0,105.666664,143.03532,14.695078,13.999992,0,106020,train
90.0,96.0,86.0,90.666664,52.400173,5.26588,5.333336,0,106020,train
101.0,102.0,107.0,103.333336,316.02042,35.07808,57.666664,0,106020,train
45.0,47.0,44.0,45.333332,65.526924,10.881441,6.333336,0,106020,train
65.0,67.0,66.0,66.0,25.806988,2.7116466,6.333332,0,106020,train
96.0,97.0,89.0,94.0,26.008554,3.2334313,1.3333359,0,106020,train
111.0,113.0,112.0,112.0,92.14962,9.446912,13.666672,0,106020,train
116.0,112.0,109.0,112.333336,331.8286,36.252357,41.999992,0,106020,train
241.0,239.0,240.0,240.0,366.21423,41.258427,63.999985,0,106020,train
62.0,64.0,59.0,61.666668,30.184607,3.1309319,3.3333282,0,106020,train
104.0,107.0,98.0,103.0,14.794887,2.7729864,4.6666718,0,106020,train
40.0,48.0,50.0,46.0,47.518417,5.656854,6.0,0,106020,train
89.0,94.0,87.0,90.0,20.248457,2.060842,2.0,0,106020,train
106.0,102.0,99.0,102.333336,141.98747,21.630125,4.666649,0,106020,train
209.0,200.0,201.0,203.33333,228.31995,26.185635,58.333344,0,106020,train
88.0,93.0,87.0,89.333336,12.649116,1.4692485,2.3333282,0,106020,train
75.0,80.0,73.0,76.0,16.124525,3.8936672,14.333328,0,106020,train
75.0,71.0,62.0,69.333336,96.66895,10.177142,20.66666,0,106020,train
105.0,101.0,89.0,98.333336,49.026066,4.979254,2.6666641,0,106020,train
154.0,154.0,142.0,150.0,194.16487,21.280493,11.666672,0,106020,train
86.0,92.0,82.0,86.666664,4.2426405,0.4975526,2.0,0,106020,train
83.0,91.0,80.0,84.666664,15.811388,1.8038588,3.0,0,106020,train
101.0,108.0,100.0,103.0,46.173584,4.7457833,6.0,0,106020,train
109.0,112.0,105.0,108.666664,46.595184,5.19211,7.666664,0,106020,train
227.0,225.0,230.0,227.33333,11.661903,3.18995,26.0,0,106020,train
68.0,68.0,58.0,64.666664,11.04536,3.3888605,22.000008,0,106020,train
33.0,35.0,34.0,34.0,3.6817882,1.0515288,6.0,0,106020,train
175.0,161.0,152.0,162.66667,52.059788,7.33064,36.66667,0,106020,train
102.0,95.0,79.0,92.0,190.83736,22.083448,25.666672,0,106020,train
52.0,54.0,53.0,53.0,7.2111025,2.7397714,15.0,0,106020,train
59.0,68.0,65.0,64.0,90.16158,11.8582115,30.333336,0,106020,train
121.0,122.0,126.0,123.0,293.34433,30.069468,11.333336,0,106020,train
70.0,77.0,87.0,78.0,137.77357,24.115486,80.0,0,106020,train
77.0,76.0,72.0,75.0,36.96244,4.881506,5.333336,0,106020,train
78.0,83.0,79.0,80.0,14.764826,1.5774287,2.3333282,0,106020,train
79.0,86.0,78.0,81.0,7.071068,1.054427,3.0,0,106020,train
39.0,45.0,45.0,43.0,83.0542,8.912471,5.0,0,106020,train
101.0,101.0,99.0,100.333336,33.60224,3.5,1.3333359,0,106020,train
198.0,197.0,202.0,199.0,411.96548,40.719315,12.333328,0,106020,train
121.0,125.0,134.0,126.666664,123.60601,16.28056,51.000008,0,106020,train
179.0,178.0,176.0,177.66667,393.31555,39.54682,11.999985,0,106020,train
88.0,97.0,94.0,93.0,106.92573,10.938393,13.333336,0,106020,train
67.0,69.0,66.0,67.333336,45.72868,9.013607,29.999989,0,106020,train
217.0,196.0,195.0,202.66667,250.95375,26.058453,9.999985,0,106020,train
202.0,197.0,191.0,196.66667,461.01434,46.569336,53.000023,0,106020,train
39.0,44.0,38.0,40.333332,16.499165,1.8533252,6.666668,0,106020,train
87.0,92.0,85.0,88.0,20.248457,2.356942,7.0,0,106020,train
99.0,101.0,88.0,96.0,22.17607,2.5663083,4.333336,0,106020,train
97.0,102.0,98.0,99.0,44.284443,4.4969606,2.3333359,0,106020,train
58.0,62.0,63.0,61.0,19.88858,4.761217,12.0,0,106020,train
115.0,119.0,120.0,118.0,8.353318,1.6177723,7.333336,0,106020,train
169.0,167.0,172.0,169.33333,53.520523,5.78775,1.3333282,0,106020,train
254.0,254.0,252.0,253.33333,3.8873048,0.5229125,1.3333435,0,106020,train
59.0,65.0,65.0,63.0,4.4472165,1.2765731,5.666668,0,106020,train
114.0,120.0,120.0,118.0,30.184614,4.4522204,5.6666718,0,106020,train
130.0,129.0,127.0,128.66667,314.76624,32.6106,30.666649,0,106020,train
77.0,83.0,83.0,81.0,60.64835,7.64128,25.666672,0,106020,train
108.0,113.0,109.0,110.0,12.046197,1.4990231,4.666664,0,106020,train
109.0,101.0,99.0,103.0,263.7482,34.980576,57.333336,0,106020,train
56.0,60.0,61.0,59.0,81.7435,8.368103,9.0,0,106020,train
66.0,68.0,63.0,65.666664,97.55795,9.809315,1.9999962,0,106020,train
119.0,121.0,120.0,120.0,28.944395,4.266283,3.6666641,0,106020,train
255.0,253.0,255.0,254.33333,231.90518,27.029787,97.33331,0,106020,train
32.0,36.0,35.0,34.333332,1.3333321,0.64357173,0.33333206,0,106020,train
94.0,89.0,83.0,88.666664,91.471924,12.884232,17.999985,0,106020,train
104.0,106.0,93.0,101.0,17.384535,1.860097,0.6666641,0,106020,train
103.0,108.0,102.0,104.333336,90.16528,16.026072,4.666664,0,106020,train
91.0,90.0,85.0,88.666664,712.91113,78.21101,137.66667,1,106025,train
52.0,58.0,56.0,55.333332,192.27065,22.561852,57.000008,1,106025,train
147.0,148.0,153.0,149.33333,193.72946,21.96686,20.666664,1,106025,train
58.0,39.0,35.0,44.0,202.1446,25.912008,57.0,1,106025,train
53.0,49.0,48.0,50.0,16.055464,3.2689502,5.0,1,106025,train
96.0,97.0,92.0,95.0,551.10815,61.315304,52.666668,1,106025,train
78.0,79.0,81.0,79.333336,278.1798,29.55434,42.999992,1,106025,train
84.0,81.0,74.0,79.666664,43.021957,19.135082,121.333336,1,106025,train
167.0,79.0,59.0,101.666664,16.70662,3.921346,1.6666641,1,106025,train
59.0,61.0,56.0,58.666668,148.39662,20.149103,50.666664,1,106025,train
211.0,201.0,199.0,203.66667,280.61206,31.078844,9.3333435,1,106025,train
61.0,67.0,67.0,65.0,322.97955,35.11392,69.33333,1,106025,train
91.0,60.0,55.0,68.666664,97.88542,14.029458,33.33335,1,106025,train
233.0,225.0,222.0,226.66667,266.87537,34.00804,76.33334,1,106025,train
55.0,46.0,39.0,46.666668,112.55122,13.652665,18.66666,1,106025,train
180.0,181.0,176.0,179.0,594.1081,64.37353,97.0,1,106025,train
233.0,223.0,214.0,223.33333,45.472794,16.688202,43.666687,1,106025,train
121.0,123.0,120.0,121.333336,523.49445,53.098248,27.333328,1,106025,train
47.0,53.0,49.0,49.666668,66.05216,9.999731,22.999996,1,106025,train
80.0,82.0,77.0,79.666664,354.28864,40.841167,43.00001,1,106025,train
53.0,47.0,47.0,49.0,14.422205,1.670341,8.000004,1,106025,train
179.0,179.0,181.0,179.66667,449.33633,47.590725,25.333351,1,106025,train
238.0,239.0,244.0,240.33333,206.24257,25.386389,71.0,1,106025,train
97.0,80.0,72.0,83.0,122.53797,13.424176,4.000004,1,106025,train
58.0,64.0,64.0,62.0,16.124516,1.6996812,1.0,1,106025,train
84.0,86.0,83.0,84.333336,208.75293,21.03847,29.33334,1,106025,train
68.0,70.0,65.0,67.666664,100.62583,12.154161,16.000008,1,106025,train
66.0,46.0,45.0,52.333332,15.839475,2.7507102,3.0000038,1,106025,train
220.0,210.0,200.0,210.0,21.873358,12.924812,93.33333,1,106025,train
